#time (s),x (m),y (m),theta (rad)
6.90,0.1380000000000001,0.0,0.0
7.00,0.1400000000000001,0.0,0.0
7.10,0.1420000000000001,0.0,0.0
7.20,0.1440000000000001,0.0,0.0
7.30,0.1460000000000001,0.0,0.0
7.40,0.1480000000000001,0.0,0.0
7.50,0.1500000000000001,0.0,0.0
7.60,0.1520000000000001,0.0,0.0
7.70,0.1540000000000001,0.0,0.0
7.80,0.1560000000000001,0.0,0.0
7.90,0.1580000000000001,0.0,0.0
8.00,0.16000000000000011,0.0,0.0
8.10,0.16200000000000012,0.0,0.0
8.20,0.16400000000000012,0.0,0.0
8.30,0.16600000000000012,0.0,0.0
8.40,0.16800000000000012,0.0,0.0
8.50,0.17000000000000012,0.0,0.0
8.60,0.17200000000000013,0.0,0.0
8.70,0.17400000000000013,0.0,0.0
8.80,0.17600000000000013,0.0,0.0
8.90,0.17800000000000013,0.0,0.0
9.00,0.18000000000000013,0.0,0.0
9.10,0.18200000000000013,0.0,0.0
9.20,0.18400000000000014,0.0,0.0
9.30,0.18600000000000014,0.0,0.0
9.40,0.18800000000000014,0.0,0.0
9.50,0.19000000000000014,0.0,0.0
9.60,0.19200000000000014,0.0,0.0
9.70,0.19400000000000014,0.0,0.0
9.80,0.19600000000000015,0.0,0.0
9.90,0.19800000000000015,0.0,0.0
10.00,0.20000000000000015,0.0,0.0
10.10,0.20200000000000015,0.0,0.0
10.20,0.20400000000000015,0.0,0.0
10.30,0.20600000000000016,0.0,0.0
10.40,0.20800000000000016,0.0,0.0
10.50,0.21000000000000016,0.0,0.0
10.60,0.21200000000000016,0.0,0.0
10.70,0.21400000000000016,0.0,0.0
10.80,0.21600000000000016,0.0,0.0
10.90,0.21800000000000017,0.0,0.0
11.00,0.22000000000000017,0.0,0.0
11.10,0.22200000000000017,0.0,0.0
11.20,0.22400000000000017,0.0,0.0
11.30,0.22600000000000017,0.0,0.0
11.40,0.22800000000000017,0.0,0.0
11.50,0.23000000000000018,0.0,0.0
11.60,0.23200000000000018,0.0,0.0
11.70,0.23400000000000018,0.0,0.0
11.80,0.23600000000000018,0.0,0.0
11.90,0.23800000000000018,0.0,0.0
12.00,0.24000000000000019,0.0,0.0
12.10,0.2420000000000002,0.0,0.0
12.20,0.2440000000000002,0.0,0.0
12.30,0.2460000000000002,0.0,0.0
12.40,0.2480000000000002,0.0,0.0
12.50,0.25000000000000017,0.0,0.0
12.60,0.25200000000000017,0.0,0.0
12.70,0.25400000000000017,0.0,0.0
12.80,0.25600000000000017,0.0,0.0
12.90,0.2580000000000002,0.0,0.0
13.00,0.2600000000000002,0.0,0.0
13.10,0.2620000000000002,0.0,0.0
13.20,0.2640000000000002,0.0,0.0
13.30,0.2660000000000002,0.0,0.0
13.40,0.2680000000000002,0.0,0.0
13.50,0.2700000000000002,0.0,0.0
13.60,0.2720000000000002,0.0,0.0
13.70,0.2740000000000002,0.0,0.0
13.80,0.2760000000000002,0.0,0.0
13.90,0.2780000000000002,0.0,0.0
14.00,0.2800000000000002,0.0,0.0
14.10,0.2820000000000002,0.0,0.0
14.20,0.2840000000000002,0.0,0.0
14.30,0.2860000000000002,0.0,0.0
14.40,0.2880000000000002,0.0,0.0
14.50,0.2900000000000002,0.0,0.0
14.60,0.2920000000000002,0.0,0.0
14.70,0.2940000000000002,0.0,0.0
14.80,0.2960000000000002,0.0,0.0
14.90,0.2980000000000002,0.0,0.0
15.00,0.3000000000000002,0.0,0.0
15.10,0.3020000000000002,0.0,0.0
15.20,0.3040000000000002,0.0,0.0
15.30,0.3060000000000002,0.0,0.0
15.40,0.3080000000000002,0.0,0.0
15.50,0.3100000000000002,0.0,0.0
15.60,0.3120000000000002,0.0,0.0
15.70,0.3140000000000002,0.0,0.0
15.80,0.3160000000000002,0.0,0.0
15.90,0.3180000000000002,0.0,0.0
16.00,0.32000000000000023,0.0,0.0
16.10,0.32200000000000023,0.0,0.0
16.20,0.32400000000000023,0.0,0.0
16.30,0.32600000000000023,0.0,0.0
16.40,0.32800000000000024,0.0,0.0
16.50,0.33000000000000024,0.0,0.0
16.60,0.33200000000000024,0.0,0.0
16.70,0.33400000000000024,0.0,0.0
16.80,0.33600000000000024,0.0,0.0
16.90,0.33800000000000024,0.0,0.0
17.00,0.34000000000000025,0.0,0.0
17.10,0.34200000000000025,0.0,0.0
17.20,0.34400000000000025,0.0,0.0
17.30,0.34600000000000025,0.0,0.0
17.40,0.34800000000000025,0.0,0.0
17.50,0.35000000000000026,0.0,0.0
17.60,0.35200000000000026,0.0,0.0
17.70,0.35400000000000026,0.0,0.0
17.80,0.35600000000000026,0.0,0.0
17.90,0.35800000000000026,0.0,0.0
18.00,0.36000000000000026,0.0,0.0
18.10,0.36200000000000027,0.0,0.0
18.20,0.36400000000000027,0.0,0.0
18.30,0.36600000000000027,0.0,0.0
18.40,0.36800000000000027,0.0,0.0
18.50,0.3700000000000003,0.0,0.0
18.60,0.3720000000000003,0.0,0.0
18.70,0.3740000000000003,0.0,0.0
18.80,0.3760000000000003,0.0,0.0
18.90,0.3780000000000003,0.0,0.0
19.00,0.3800000000000003,0.0,0.0
19.10,0.3820000000000003,0.0,0.0
19.20,0.3840000000000003,0.0,0.0
19.30,0.3860000000000003,0.0,0.0
19.40,0.3880000000000003,0.0,0.0
19.50,0.3900000000000003,0.0,0.0
19.60,0.3920000000000003,0.0,0.0
19.70,0.3940000000000003,0.0,0.0
19.80,0.3960000000000003,0.0,0.0
19.90,0.3980000000000003,0.0,0.0
20.00,0.4000000000000003,0.0,0.0
20.10,0.4020000000000003,0.0,0.0
20.20,0.4040000000000003,0.0,0.0
20.30,0.4060000000000003,0.0,0.0
20.40,0.4080000000000003,0.0,0.0
20.50,0.4100000000000003,0.0,0.0
20.60,0.4120000000000003,0.0,0.0
20.70,0.4140000000000003,0.0,0.0
20.80,0.4160000000000003,0.0,0.0
20.90,0.4180000000000003,0.0,0.0
21.00,0.4200000000000003,0.0,0.0
21.10,0.4220000000000003,0.0,0.0
21.20,0.4240000000000003,0.0,0.0
21.30,0.4260000000000003,0.0,0.0
21.40,0.4280000000000003,0.0,0.0
21.50,0.4300000000000003,0.0,0.0
21.60,0.43200000000000033,0.0,0.0
21.70,0.43400000000000033,0.0,0.0
21.80,0.43600000000000033,0.0,0.0
21.90,0.43800000000000033,0.0,0.0
22.00,0.44000000000000034,0.0,0.0
22.10,0.44200000000000034,0.0,0.0
22.20,0.44400000000000034,0.0,0.0
22.30,0.44600000000000034,0.0,0.0
22.40,0.44800000000000034,0.0,0.0
22.50,0.45000000000000034,0.0,0.0
22.60,0.45200000000000035,0.0,0.0
22.70,0.45400000000000035,0.0,0.0
22.80,0.45600000000000035,0.0,0.0
22.90,0.45800000000000035,0.0,0.0
23.00,0.46000000000000035,0.0,0.0
23.10,0.46200000000000035,0.0,0.0
23.20,0.46400000000000036,0.0,0.0
23.30,0.46600000000000036,0.0,0.0
23.40,0.46800000000000036,0.0,0.0
23.50,0.47000000000000036,0.0,0.0
23.60,0.47200000000000036,0.0,0.0
23.70,0.47400000000000037,0.0,0.0
23.80,0.47600000000000037,0.0,0.0
23.90,0.47800000000000037,0.0,0.0
24.00,0.48000000000000037,0.0,0.0
24.10,0.4820000000000004,0.0,0.0
24.20,0.4840000000000004,0.0,0.0
24.30,0.4860000000000004,0.0,0.0
24.40,0.4880000000000004,0.0,0.0
24.50,0.4900000000000004,0.0,0.0
24.60,0.4920000000000004,0.0,0.0
24.70,0.4940000000000004,0.0,0.0
24.80,0.4960000000000004,0.0,0.0
24.90,0.4980000000000004,0.0,0.0
25.00,0.5000000000000003,0.0,0.0
25.10,0.5020000000000003,0.0,0.0
25.20,0.5040000000000003,0.0,0.0
25.30,0.5060000000000003,0.0,0.0
25.40,0.5080000000000003,0.0,0.0
25.50,0.5100000000000003,0.0,0.0
25.60,0.5120000000000003,0.0,0.0
25.70,0.5140000000000003,0.0,0.0
25.80,0.5160000000000003,0.0,0.0
25.90,0.5180000000000003,0.0,0.0
26.00,0.5200000000000004,0.0,0.0
26.10,0.5220000000000004,0.0,0.0
26.20,0.5240000000000004,0.0,0.0
26.30,0.5260000000000004,0.0,0.0
26.40,0.5280000000000004,0.0,0.0
26.50,0.5300000000000004,0.0,0.0
26.60,0.5320000000000004,0.0,0.0
26.70,0.5340000000000004,0.0,0.0
26.80,0.5360000000000004,0.0,0.0
26.90,0.5380000000000004,0.0,0.0
27.00,0.5400000000000004,0.0,0.0
27.10,0.5420000000000004,0.0,0.0
27.20,0.5440000000000004,0.0,0.0
27.30,0.5460000000000004,0.0,0.0
27.40,0.5480000000000004,0.0,0.0
27.50,0.5500000000000004,0.0,0.0
27.60,0.5520000000000004,0.0,0.0
27.70,0.5540000000000004,0.0,0.0
27.80,0.5560000000000004,0.0,0.0
27.90,0.5580000000000004,0.0,0.0
28.00,0.5600000000000004,0.0,0.0
28.10,0.5620000000000004,0.0,0.0
28.20,0.5640000000000004,0.0,0.0
28.30,0.5660000000000004,0.0,0.0
28.40,0.5680000000000004,0.0,0.0
28.50,0.5700000000000004,0.0,0.0
28.60,0.5720000000000004,0.0,0.0
28.70,0.5740000000000004,0.0,0.0
28.80,0.5760000000000004,0.0,0.0
28.90,0.5780000000000004,0.0,0.0
29.00,0.5800000000000004,0.0,0.0
29.10,0.5820000000000004,0.0,0.0
29.20,0.5840000000000004,0.0,0.0
29.30,0.5860000000000004,0.0,0.0
29.40,0.5880000000000004,0.0,0.0
29.50,0.5900000000000004,0.0,0.0
29.60,0.5920000000000004,0.0,0.0
29.70,0.5940000000000004,0.0,0.0
29.80,0.5960000000000004,0.0,0.0
29.90,0.5980000000000004,0.0,0.0
30.00,0.6000000000000004,0.0,0.0
30.10,0.6020000000000004,0.0,0.0
30.20,0.6040000000000004,0.0,0.0
30.30,0.6060000000000004,0.0,0.0
30.40,0.6080000000000004,0.0,0.0
30.50,0.6100000000000004,0.0,0.0
30.60,0.6120000000000004,0.0,0.0
30.70,0.6140000000000004,0.0,0.0
30.80,0.6160000000000004,0.0,0.0
30.90,0.6180000000000004,0.0,0.0
31.00,0.6200000000000004,0.0,0.0
31.10,0.6220000000000004,0.0,0.0
31.20,0.6240000000000004,0.0,0.0
31.30,0.6260000000000004,0.0,0.0
31.40,0.6280000000000004,0.0,0.0
31.50,0.6300000000000004,0.0,0.0
31.60,0.6320000000000005,0.0,0.0
31.70,0.6340000000000005,0.0,0.0
31.80,0.6360000000000005,0.0,0.0
31.90,0.6380000000000005,0.0,0.0
32.00,0.6400000000000005,0.0,0.0
32.10,0.6420000000000005,0.0,0.0
32.20,0.6440000000000005,0.0,0.0
32.30,0.6460000000000005,0.0,0.0
32.40,0.6480000000000005,0.0,0.0
32.50,0.6500000000000005,0.0,0.0
32.60,0.6520000000000005,0.0,0.0
32.70,0.6540000000000005,0.0,0.0
32.80,0.6560000000000005,0.0,0.0
32.90,0.6580000000000005,0.0,0.0
33.00,0.6600000000000005,0.0,0.0
33.10,0.6620000000000005,0.0,0.0
33.20,0.6640000000000005,0.0,0.0
33.30,0.6660000000000005,0.0,0.0
33.40,0.6680000000000005,0.0,0.0
33.50,0.6700000000000005,0.0,0.0
33.60,0.6720000000000005,0.0,0.0
33.70,0.6740000000000005,0.0,0.0
33.80,0.6760000000000005,0.0,0.0
33.90,0.6780000000000005,0.0,0.0
34.00,0.6800000000000005,0.0,0.0
34.10,0.6820000000000005,0.0,0.0
34.20,0.6840000000000005,0.0,0.0
34.30,0.6860000000000005,0.0,0.0
34.40,0.6880000000000005,0.0,0.0
34.50,0.6900000000000005,0.0,0.0
34.60,0.6920000000000005,0.0,0.0
34.70,0.6940000000000005,0.0,0.0
34.80,0.6960000000000005,0.0,0.0
34.90,0.6980000000000005,0.0,0.0
35.00,0.7000000000000005,0.0,0.0
35.10,0.7020000000000005,0.0,0.0
35.20,0.7040000000000005,0.0,0.0
35.30,0.7060000000000005,0.0,0.0
35.40,0.7080000000000005,0.0,0.0
35.50,0.7100000000000005,0.0,0.0
35.60,0.7120000000000005,0.0,0.0
35.70,0.7140000000000005,0.0,0.0
35.80,0.7160000000000005,0.0,0.0
35.90,0.7180000000000005,0.0,0.0
36.00,0.7200000000000005,0.0,0.0
36.10,0.7220000000000005,0.0,0.0
36.20,0.7240000000000005,0.0,0.0
36.30,0.7260000000000005,0.0,0.0
36.40,0.7280000000000005,0.0,0.0
36.50,0.7300000000000005,0.0,0.0
36.60,0.7320000000000005,0.0,0.0
36.70,0.7340000000000005,0.0,0.0
36.80,0.7360000000000005,0.0,0.0
36.90,0.7380000000000005,0.0,0.0
37.00,0.7400000000000005,0.0,0.0
37.10,0.7420000000000005,0.0,0.0
37.20,0.7440000000000005,0.0,0.0
37.30,0.7460000000000006,0.0,0.0
37.40,0.7480000000000006,0.0,0.0
37.50,0.7500000000000006,0.0,0.0
37.60,0.7520000000000006,0.0,0.0
37.70,0.7540000000000006,0.0,0.0
37.80,0.7560000000000006,0.0,0.0
37.90,0.7580000000000006,0.0,0.0
38.00,0.7600000000000006,0.0,0.0
38.10,0.7620000000000006,0.0,0.0
38.20,0.7640000000000006,0.0,0.0
38.30,0.7660000000000006,0.0,0.0
38.40,0.7680000000000006,0.0,0.0
38.50,0.7700000000000006,0.0,0.0
38.60,0.7720000000000006,0.0,0.0
38.70,0.7740000000000006,0.0,0.0
38.80,0.7760000000000006,0.0,0.0
38.90,0.7780000000000006,0.0,0.0
39.00,0.7800000000000006,0.0,0.0
39.10,0.7820000000000006,0.0,0.0
39.20,0.7840000000000006,0.0,0.0
39.30,0.7860000000000006,0.0,0.0
39.40,0.7880000000000006,0.0,0.0
39.50,0.7900000000000006,0.0,0.0
39.60,0.7920000000000006,0.0,0.0
39.70,0.7940000000000006,0.0,0.0
39.80,0.7960000000000006,0.0,0.0
39.90,0.7980000000000006,0.0,0.0
40.00,0.8000000000000006,0.0,0.0
40.10,0.8020000000000006,0.0,0.0
40.20,0.8040000000000006,0.0,0.0
40.30,0.8060000000000006,0.0,0.0
40.40,0.8080000000000006,0.0,0.0
40.50,0.8100000000000006,0.0,0.0
40.60,0.8120000000000006,0.0,0.0
40.70,0.8140000000000006,0.0,0.0
40.80,0.8160000000000006,0.0,0.0
40.90,0.8180000000000006,0.0,0.0
41.00,0.8200000000000006,0.0,0.0
41.10,0.8220000000000006,0.0,0.0
41.20,0.8240000000000006,0.0,0.0
41.30,0.8260000000000006,0.0,0.0
41.40,0.8280000000000006,0.0,0.0
41.50,0.8300000000000006,0.0,0.0
41.60,0.8320000000000006,0.0,0.0
41.70,0.8340000000000006,0.0,0.0
41.80,0.8360000000000006,0.0,0.0
41.90,0.8380000000000006,0.0,0.0
42.00,0.8400000000000006,0.0,0.0
42.10,0.8420000000000006,0.0,0.0
42.20,0.8440000000000006,0.0,0.0
42.30,0.8460000000000006,0.0,0.0
42.40,0.8480000000000006,0.0,0.0
42.50,0.8500000000000006,0.0,0.0
42.60,0.8520000000000006,0.0,0.0
42.70,0.8540000000000006,0.0,0.0
42.80,0.8560000000000006,0.0,0.0
42.90,0.8580000000000007,0.0,0.0
43.00,0.8600000000000007,0.0,0.0
43.10,0.8620000000000007,0.0,0.0
43.20,0.8640000000000007,0.0,0.0
43.30,0.8660000000000007,0.0,0.0
43.40,0.8680000000000007,0.0,0.0
43.50,0.8700000000000007,0.0,0.0
43.60,0.8720000000000007,0.0,0.0
43.70,0.8740000000000007,0.0,0.0
43.80,0.8760000000000007,0.0,0.0
43.90,0.8780000000000007,0.0,0.0
44.00,0.8800000000000007,0.0,0.0
44.10,0.8820000000000007,0.0,0.0
44.20,0.8840000000000007,0.0,0.0
44.30,0.8860000000000007,0.0,0.0
44.40,0.8880000000000007,0.0,0.0
44.50,0.8900000000000007,0.0,0.0
44.60,0.8920000000000007,0.0,0.0
44.70,0.8940000000000007,0.0,0.0
44.80,0.8960000000000007,0.0,0.0
44.90,0.8980000000000007,0.0,0.0
45.00,0.9000000000000007,0.0,0.0
45.10,0.9020000000000007,0.0,0.0
45.20,0.9040000000000007,0.0,0.0
45.30,0.9060000000000007,0.0,0.0
45.40,0.9080000000000007,0.0,0.0
45.50,0.9100000000000007,0.0,0.0
45.60,0.9120000000000007,0.0,0.0
45.70,0.9140000000000007,0.0,0.0
45.80,0.9160000000000007,0.0,0.0
45.90,0.9180000000000007,0.0,0.0
46.00,0.9200000000000007,0.0,0.0
46.10,0.9220000000000007,0.0,0.0
46.20,0.9240000000000007,0.0,0.0
46.30,0.9260000000000007,0.0,0.0
46.40,0.9280000000000007,0.0,0.0
46.50,0.9300000000000007,0.0,0.0
46.60,0.9320000000000007,0.0,0.0
46.70,0.9340000000000007,0.0,0.0
46.80,0.9360000000000007,0.0,0.0
46.90,0.9380000000000007,0.0,0.0
47.00,0.9400000000000007,0.0,0.0
47.10,0.9420000000000007,0.0,0.0
47.20,0.9440000000000007,0.0,0.0
47.30,0.9460000000000007,0.0,0.0
47.40,0.9480000000000007,0.0,0.0
47.50,0.9500000000000007,0.0,0.0
47.60,0.9520000000000007,0.0,0.0
47.70,0.9540000000000007,0.0,0.0
47.80,0.9560000000000007,0.0,0.0
47.90,0.9580000000000007,0.0,0.0
48.00,0.9600000000000007,0.0,0.0
48.10,0.9620000000000007,0.0,0.0
48.20,0.9640000000000007,0.0,0.0
48.30,0.9660000000000007,0.0,0.0
48.40,0.9680000000000007,0.0,0.0
48.50,0.9700000000000008,0.0,0.0
48.60,0.9720000000000008,0.0,0.0
48.70,0.9740000000000008,0.0,0.0
48.80,0.9760000000000008,0.0,0.0
48.90,0.9780000000000008,0.0,0.0
49.00,0.9800000000000008,0.0,0.0
49.10,0.9820000000000008,0.0,0.0
49.20,0.9840000000000008,0.0,0.0
49.30,0.9860000000000008,0.0,0.0
49.40,0.9880000000000008,0.0,0.0
49.50,0.9900000000000008,0.0,0.0
49.60,0.9920000000000008,0.0,0.0
49.70,0.9940000000000008,0.0,0.0
49.80,0.9960000000000008,0.0,0.0
49.90,0.9980000000000008,0.0,0.0
50.00,1.0000000000000007,0.0,0.0
50.10,1.0020000000000007,0.0,0.0
50.20,1.0040000000000007,0.0,0.0
50.30,1.0060000000000007,0.0,0.0
50.40,1.0080000000000007,0.0,0.0
50.50,1.0100000000000007,0.0,0.0
50.60,1.0120000000000007,0.0,0.0
50.70,1.0140000000000007,0.0,0.0
50.80,1.0160000000000007,0.0,0.0
50.90,1.0180000000000007,0.0,0.0
51.00,1.0200000000000007,0.0,0.0
51.10,1.0220000000000007,0.0,0.0
51.20,1.0240000000000007,0.0,0.0
51.30,1.0260000000000007,0.0,0.0
51.40,1.0280000000000007,0.0,0.0
51.50,1.0300000000000007,0.0,0.0
51.60,1.0320000000000007,0.0,0.0
51.70,1.0340000000000007,0.0,0.0
51.80,1.0360000000000007,0.0,0.0
51.90,1.0380000000000007,0.0,0.0
52.00,1.0400000000000007,0.0,0.0
52.10,1.0420000000000007,0.0,0.0
52.20,1.0440000000000007,0.0,0.0
52.30,1.0460000000000007,0.0,0.0
52.40,1.0480000000000007,0.0,0.0
52.50,1.0500000000000007,0.0,0.0
52.60,1.0520000000000007,0.0,0.0
52.70,1.0540000000000007,0.0,0.0
52.80,1.0560000000000007,0.0,0.0
52.90,1.0580000000000007,0.0,0.0
53.00,1.0600000000000007,0.0,0.0
53.10,1.0620000000000007,0.0,0.0
53.20,1.0640000000000007,0.0,0.0
53.30,1.0660000000000007,0.0,0.0
53.40,1.0680000000000007,0.0,0.0
53.50,1.0700000000000007,0.0,0.0
53.60,1.0720000000000007,0.0,0.0
53.70,1.0740000000000007,0.0,0.0
53.80,1.0760000000000007,0.0,0.0
53.90,1.0780000000000007,0.0,0.0
54.00,1.0800000000000007,0.0,0.0
54.10,1.0820000000000007,0.0,0.0
54.20,1.0840000000000007,0.0,0.0
54.30,1.0860000000000007,0.0,0.0
54.40,1.0880000000000007,0.0,0.0
54.50,1.0900000000000007,0.0,0.0
54.60,1.0920000000000007,0.0,0.0
54.70,1.0940000000000007,0.0,0.0
54.80,1.0960000000000008,0.0,0.0
54.90,1.0980000000000008,0.0,0.0
55.00,1.1000000000000008,0.0,0.0
55.10,1.1020000000000008,0.0,0.0
55.20,1.1040000000000008,0.0,0.0
55.30,1.1060000000000008,0.0,0.0
55.40,1.1080000000000008,0.0,0.0
55.50,1.1100000000000008,0.0,0.0
55.60,1.1120000000000008,0.0,0.0
55.70,1.1140000000000008,0.0,0.0
55.80,1.1160000000000008,0.0,0.0
55.90,1.1180000000000008,0.0,0.0
56.00,1.1200000000000008,0.0,0.0
56.10,1.1220000000000008,0.0,0.0
56.20,1.1240000000000008,0.0,0.0
56.30,1.1260000000000008,0.0,0.0
56.40,1.1280000000000008,0.0,0.0
56.50,1.1300000000000008,0.0,0.0
56.60,1.1320000000000008,0.0,0.0
56.70,1.1340000000000008,0.0,0.0
56.80,1.1360000000000008,0.0,0.0
56.90,1.1380000000000008,0.0,0.0
57.00,1.1400000000000008,0.0,0.0
57.10,1.1420000000000008,0.0,0.0
57.20,1.1440000000000008,0.0,0.0
57.30,1.1460000000000008,0.0,0.0
57.40,1.1480000000000008,0.0,0.0
57.50,1.1500000000000008,0.0,0.0
57.60,1.1520000000000008,0.0,0.0
57.70,1.1540000000000008,0.0,0.0
57.80,1.1560000000000008,0.0,0.0
57.90,1.1580000000000008,0.0,0.0
58.00,1.1600000000000008,0.0,0.0
58.10,1.1620000000000008,0.0,0.0
58.20,1.1640000000000008,0.0,0.0
58.30,1.1660000000000008,0.0,0.0
58.40,1.1680000000000008,0.0,0.0
58.50,1.1700000000000008,0.0,0.0
58.60,1.1720000000000008,0.0,0.0
58.70,1.1740000000000008,0.0,0.0
58.80,1.1760000000000008,0.0,0.0
58.90,1.1780000000000008,0.0,0.0
59.00,1.1800000000000008,0.0,0.0
59.10,1.1820000000000008,0.0,0.0
59.20,1.1840000000000008,0.0,0.0
59.30,1.1860000000000008,0.0,0.0
59.40,1.1880000000000008,0.0,0.0
59.50,1.1900000000000008,0.0,0.0
59.60,1.1920000000000008,0.0,0.0
59.70,1.1940000000000008,0.0,0.0
59.80,1.1960000000000008,0.0,0.0
59.90,1.1980000000000008,0.0,0.0
60.00,1.2000000000000008,0.0,0.0
60.10,1.2020000000000008,0.0,0.0
60.20,1.2040000000000008,0.0,0.0
60.30,1.2060000000000008,0.0,0.0
60.40,1.2080000000000009,0.0,0.0
60.50,1.2100000000000009,0.0,0.0
60.60,1.2120000000000009,0.0,0.0
60.70,1.2140000000000009,0.0,0.0
60.80,1.2160000000000009,0.0,0.0
60.90,1.2180000000000009,0.0,0.0
61.00,1.2200000000000009,0.0,0.0
61.10,1.2220000000000009,0.0,0.0
61.20,1.2240000000000009,0.0,0.0
61.30,1.2260000000000009,0.0,0.0
61.40,1.2280000000000009,0.0,0.0
61.50,1.2300000000000009,0.0,0.0
61.60,1.2320000000000009,0.0,0.0
61.70,1.2340000000000009,0.0,0.0
61.80,1.2360000000000009,0.0,0.0
61.90,1.2380000000000009,0.0,0.0
62.00,1.2400000000000009,0.0,0.0
62.10,1.2420000000000009,0.0,0.0
62.20,1.2440000000000009,0.0,0.0
62.30,1.2460000000000009,0.0,0.0
62.40,1.2480000000000009,0.0,0.0
62.50,1.2500000000000009,0.0,0.0
62.60,1.252000000000001,0.0,0.0
62.70,1.254000000000001,0.0,0.0
62.80,1.256000000000001,0.0,0.0
62.90,1.258000000000001,0.0,0.0
63.00,1.260000000000001,0.0,0.0
63.10,1.262000000000001,0.0,0.0
63.20,1.264000000000001,0.0,0.0
63.30,1.266000000000001,0.0,0.0
63.40,1.268000000000001,0.0,0.0
63.50,1.270000000000001,0.0,0.0
63.60,1.272000000000001,0.0,0.0
63.70,1.274000000000001,0.0,0.0
63.80,1.276000000000001,0.0,0.0
63.90,1.278000000000001,0.0,0.0
64.00,1.280000000000001,0.0,0.0
64.10,1.282000000000001,0.0,0.0
64.20,1.284000000000001,0.0,0.0
64.30,1.286000000000001,0.0,0.0
64.40,1.288000000000001,0.0,0.0
64.50,1.290000000000001,0.0,0.0
64.60,1.292000000000001,0.0,0.0
64.70,1.294000000000001,0.0,0.0
64.80,1.296000000000001,0.0,0.0
64.90,1.298000000000001,0.0,0.0
65.00,1.300000000000001,0.0,0.0
65.10,1.302000000000001,0.0,0.0
65.20,1.304000000000001,0.0,0.0
65.30,1.306000000000001,0.0,0.0
65.40,1.308000000000001,0.0,0.0
65.50,1.310000000000001,0.0,0.0
65.60,1.312000000000001,0.0,0.0
65.70,1.314000000000001,0.0,0.0
65.80,1.316000000000001,0.0,0.0
65.90,1.318000000000001,0.0,0.0
66.00,1.320000000000001,0.0,0.0
66.10,1.322000000000001,0.0,0.0
66.20,1.324000000000001,0.0,0.0
66.30,1.326000000000001,0.0,0.0
66.40,1.328000000000001,0.0,0.0
66.50,1.330000000000001,0.0,0.0
66.60,1.332000000000001,0.0,0.0
66.70,1.334000000000001,0.0,0.0
